NT_GER;NT_FG;NT_CE;NO_IES;CO_IES_enade;NO_CURSO;NO_CINE_ROTULO;NO_CINE_AREA_GERAL;CO_CATEGAD_DESC;SG_UF_IES;NO_REGIAO_IES;TP_ORGANIZACAO_ACADEMICA_ies_mec;QE_I08_DESC;QE_I04;QE_I05;QE_I17;CO_MODALIDADE;CO_TURNO_GRADUACAO
48,2;59,4;44,5;UNIVERSIDADE DO OESTE PAULISTA;271;Nutrição;Nutrição;Saúde e bem-estar;Privada sem fins lucrativos;SP;Sudeste;1.0;Até 1,5 s.m.;B;C;A;1;3
29,8;29,5;28,9;UNIVERSIDADE DO OESTE PAULISTA;271;Enfermagem;Enfermagem;Saúde e bem-estar;Privada sem fins lucrativos;SP;Sudeste;1.0;Não Informado;A;B;A;1;4
29,8;29,5;28,9;UNIVERSIDADE DO OESTE PAULISTA;271;Medicina;Medicina;Saúde e bem-estar;Privada sem fins lucrativos;SP;Sudeste;1.0;Até 1,5 s.m.;A;A;A;1;3
29,8;29,5;28,9;UNIVERSIDADE DO VALE DO PARAÍBA;275;Odontologia;Odontologia;Saúde e bem-estar;Não Informado;SP;Sudeste;1.0;Até 1,5 s.m.;B;B;A;1;1
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO AUGUSTO MOTTA;277;Fisioterapia;Fisioterapia;Saúde e bem-estar;Privada sem fins lucrativos;RJ;Sudeste;2.0;Não Informado;A;B;A;1;4
29,8;29,5;28,9;FACULDADE DE MEDICINA DE ITAJUBÁ;284;Medicina;Medicina;Saúde e bem-estar;Privada sem fins lucrativos;MG;Sudeste;3.0;Até 1,5 s.m.;B;B;A;1;3
30,4;18,3;34,4;FACULDADE GUILHERME GUIMBALA;5318;Fisioterapia;Fisioterapia;Saúde e bem-estar;Privada sem fins lucrativos;SC;Sul;3.0;Até 1,5 s.m.;A;B;A;1;4
32,4;36,1;31,1;Centro Universitário da Região da Campanha;296;Fisioterapia;Fisioterapia;Saúde e bem-estar;Não Informado;RS;Sul;2.0;Até 1,5 s.m.;B;B;A;1;4
19,9;9,5;23,3;Centro Universitário da Região da Campanha;296;Enfermagem;Enfermagem;Saúde e bem-estar;Não Informado;RS;Sul;2.0;Até 1,5 s.m.;A;A;A;1;4
37,5;51;33;FACULDADE DE MEDICINA DE BARBACENA;307;Medicina;Medicina;Saúde e bem-estar;Privada sem fins lucrativos;MG;Sudeste;3.0;Até 1,5 s.m.;B;B;A;1;3
14,3;14,4;14,3;UNIVERSIDADE BRASIL;319;Odontologia;Odontologia;Saúde e bem-estar;Privada sem fins lucrativos;SP;Sudeste;1.0;Até 1,5 s.m.;A;A;A;1;4
29,8;29,5;28,9;UNIVERSIDADE PAULISTA;322;Odontologia;Odontologia;Saúde e bem-estar;Privada com fins lucrativos;SP;Sudeste;1.0;De 1,5 a 3 s.m.;B;B;A;1;3
26,4;24,7;27;UNIVERSIDADE DE ITAÚNA;1128;Odontologia;Odontologia;Saúde e bem-estar;Privada sem fins lucrativos;MG;Sudeste;1.0;Até 1,5 s.m.;B;B;A;1;1
17,5;0;23,3;UNIVERSIDADE IGUAÇU;330;Medicina;Medicina;Saúde e bem-estar;Privada sem fins lucrativos;RJ;Sudeste;1.0;Até 1,5 s.m.;A;A;A;1;3
29,8;29,5;28,9;UNIVERSIDADE IGUAÇU;330;Odontologia;Odontologia;Saúde e bem-estar;Privada sem fins lucrativos;RJ;Sudeste;1.0;Não Informado;A;B;A;1;3
29,8;29,5;28,9;UNIVERSIDADE IGUAÇU;330;Fisioterapia;Fisioterapia;Saúde e bem-estar;Privada sem fins lucrativos;RJ;Sudeste;1.0;Não Informado;A;B;A;1;4
14,7;19,9;12,9;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS;338;Enfermagem;Enfermagem;Saúde e bem-estar;Não Informado;MG;Sudeste;1.0;Até 1,5 s.m.;A;A;A;1;1
29,8;29,5;28,9;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS;338;Odontologia;Odontologia;Saúde e bem-estar;Não Informado;MG;Sudeste;1.0;Não Informado;A;B;A;1;4
29,8;29,5;28,9;FACUDADE UNINEVES;339;Enfermagem;Enfermagem;Saúde e bem-estar;Privada com fins lucrativos;PB;Nordeste;3.0;Não Informado;A;B;A;1;1
29,8;29,5;28,9;FACULDADE DE CIÊNCIAS MÉDICAS DE MINAS GERAIS;351;Medicina;Medicina;Saúde e bem-estar;Privada sem fins lucrativos;MG;Sudeste;3.0;Até 1,5 s.m.;A;B;A;1;3
49,4;35,7;54;FACULDADE DE CIÊNCIAS MÉDICAS DE MINAS GERAIS;351;Fisioterapia;Fisioterapia;Saúde e bem-estar;Privada sem fins lucrativos;MG;Sudeste;3.0;Até 1,5 s.m.;B;B;A;1;1
29,8;29,5;28,9;FACULDADE EVANGÉLICA MACKENZIE DO PARANÁ;353;Medicina;Medicina;Saúde e bem-estar;Privada sem fins lucrativos;PR;Sul;3.0;Até 1,5 s.m.;A;A;A;1;3
21,2;21,6;21;UNIVERSIDADE TUIUTI DO PARANÁ;355;Fonoaudiologia;Fonoaudiologia;Saúde e bem-estar;Privada com fins lucrativos;PR;Sul;1.0;Até 1,5 s.m.;B;B;A;1;1
29,8;29,5;28,9;UNIVERSIDADE TUIUTI DO PARANÁ;355;Fisioterapia;Fisioterapia;Saúde e bem-estar;Privada com fins lucrativos;PR;Sul;1.0;Não Informado;A;B;A;1;1
29,8;29,5;28,9;UNIVERSIDADE TUIUTI DO PARANÁ;355;Odontologia;Odontologia;Saúde e bem-estar;Privada com fins lucrativos;PR;Sul;1.0;Não Informado;A;B;A;1;3
53,6;85,4;43;UNIVERSIDADE ESTADUAL DE MONTES CLAROS;367;Medicina;Medicina;Saúde e bem-estar;Pública Estadual;MG;Sudeste;1.0;Até 1,5 s.m.;B;B;A;1;3
29,8;29,5;28,9;UNIVERSIDADE ESTADUAL DE MONTES CLAROS;367;Enfermagem;Enfermagem;Saúde e bem-estar;Pública Estadual;MG;Sudeste;1.0;Não Informado;A;B;A;1;3
32,9;24,9;35,5;Universidade Evangélica de Goiás;384;Odontologia;Odontologia;Saúde e bem-estar;Privada sem fins lucrativos;GO;Centro-Oeste;1.0;Até 1,5 s.m.;A;B;A;1;3
29,8;11,6;35,8;UNIVERSIDADE CATÓLICA DOM BOSCO;387;Fisioterapia;Fisioterapia;Saúde e bem-estar;Não Informado;MS;Centro-Oeste;1.0;Até 1,5 s.m.;B;B;A;1;1
29,8;29,5;28,9;UNIVERSIDADE TIRADENTES;398;Fisioterapia;Fisioterapia;Saúde e bem-estar;Privada com fins lucrativos;SE;Nordeste;1.0;Não Informado;A;B;A;1;4
29,8;29,5;28,9;UNIVERSIDADE DE PERNAMBUCO;409;Odontologia;Odontologia;Saúde e bem-estar;Pública Estadual;PE;Nordeste;1.0;Não Informado;A;B;A;1;3
29,8;29,5;28,9;UNIVERSIDADE DE PERNAMBUCO;409;Enfermagem;Enfermagem;Saúde e bem-estar;Pública Estadual;PE;Nordeste;1.0;Não Informado;A;B;A;1;3
29,8;29,5;28,9;UNIVERSIDADE DE PERNAMBUCO;409;Medicina;Medicina;Saúde e bem-estar;Pública Estadual;PE;Nordeste;1.0;Não Informado;A;B;A;1;3
50,8;63,5;46,5;FACULDADE DE CIÊNCIAS MÉDICAS DA SANTA CASA SÃO PAULO;415;Medicina;Medicina;Saúde e bem-estar;Privada sem fins lucrativos;SP;Sudeste;3.0;De 1,5 a 3 s.m.;B;C;A;1;3
29,8;29,5;28,9;UNIVERSIDADE CIDADE DE SÃO PAULO;417;Fisioterapia;Fisioterapia;Saúde e bem-estar;Privada com fins lucrativos;SP;Sudeste;1.0;Não Informado;A;B;A;1;1
29,8;29,5;28,9;UNIVERSIDADE CIDADE DE SÃO PAULO;417;Odontologia;Odontologia;Saúde e bem-estar;Privada com fins lucrativos;SP;Sudeste;1.0;Não Informado;A;B;A;1;1
29,8;29,5;28,9;UNIVERSIDADE CIDADE DE SÃO PAULO;417;Enfermagem;Enfermagem;Saúde e bem-estar;Privada com fins lucrativos;SP;Sudeste;1.0;Não Informado;A;B;A;1;1
30,3;26,7;31,5;UNIVERSIDADE DE MARÍLIA;420;Odontologia;Odontologia;Saúde e bem-estar;Privada com fins lucrativos;SP;Sudeste;1.0;Até 1,5 s.m.;B;B;A;1;3
36,5;13,8;44,1;UNIVERSIDADE DE MARÍLIA;420;Fisioterapia;Fisioterapia;Saúde e bem-estar;Privada com fins lucrativos;SP;Sudeste;1.0;Até 1,5 s.m.;B;C;A;1;4
25,4;19,2;27,4;UNIVERSIDADE DE MARÍLIA;420;Nutrição;Nutrição;Saúde e bem-estar;Privada com fins lucrativos;SP;Sudeste;1.0;Até 1,5 s.m.;A;A;A;1;4
33,9;30,2;35,1;UNIVERSIDADE DE MARÍLIA;420;Enfermagem;Enfermagem;Saúde e bem-estar;Privada com fins lucrativos;SP;Sudeste;1.0;Até 1,5 s.m.;A;B;A;1;4
29,8;29,5;28,9;UNIVERSIDADE DE MARÍLIA;420;Medicina;Medicina;Saúde e bem-estar;Privada com fins lucrativos;SP;Sudeste;1.0;Até 1,5 s.m.;B;B;A;1;3
38,8;46,8;36,1;UNIVERSIDADE FRANCISCANA;426;Enfermagem;Enfermagem;Saúde e bem-estar;Não Informado;RS;Sul;1.0;De 1,5 a 3 s.m.;A;B;A;1;3
34,3;30,8;35,4;CENTRO UNIVERSITÁRIO FILADÉLFIA;430;Enfermagem;Enfermagem;Saúde e bem-estar;Privada sem fins lucrativos;PR;Sul;2.0;Até 1,5 s.m.;A;B;A;1;4
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO FILADÉLFIA;430;Nutrição;Nutrição;Saúde e bem-estar;Privada sem fins lucrativos;PR;Sul;2.0;De 1,5 a 3 s.m.;B;B;A;1;1
51,9;43,9;54,5;FACULDADE DE MEDICINA DE MARÍLIA;431;Medicina;Medicina;Saúde e bem-estar;Pública Estadual;SP;Sudeste;3.0;Até 1,5 s.m.;A;A;A;1;3
29,8;29,5;28,9;FACULDADE DE MEDICINA DE MARÍLIA;431;Enfermagem;Enfermagem;Saúde e bem-estar;Pública Estadual;SP;Sudeste;3.0;Até 1,5 s.m.;B;B;A;1;3
28,7;27,9;28,9;CENTRO UNIVERSITÁRIO METODISTA;4010;Fisioterapia;Fisioterapia;Saúde e bem-estar;Não Informado;RS;Sul;2.0;Até 1,5 s.m.;B;B;A;1;4
29,8;29,5;28,9;UNIVERSIDADE PARANAENSE;437;Odontologia;Odontologia;Saúde e bem-estar;Privada com fins lucrativos;PR;Sul;1.0;Até 1,5 s.m.;B;B;A;1;4
29,8;29,5;28,9;UNIVERSIDADE DE CRUZ ALTA;446;Fisioterapia;Fisioterapia;Saúde e bem-estar;Não Informado;RS;Sul;1.0;Até 1,5 s.m.;B;B;A;1;4
35,1;28,9;37,1;UNIVERSIDADE LUTERANA DO BRASIL;449;Enfermagem;Enfermagem;Saúde e bem-estar;Não Informado;RS;Sul;1.0;Até 1,5 s.m.;A;A;A;1;1
29,8;29,5;28,9;UNIVERSIDADE LUTERANA DO BRASIL;449;Odontologia;Odontologia;Saúde e bem-estar;Não Informado;RS;Sul;1.0;De 1,5 a 3 s.m.;B;B;A;1;3
34,5;50,7;29,1;UNIVERSIDADE LUTERANA DO BRASIL;449;Farmácia;Farmácia;Saúde e bem-estar;Não Informado;RS;Sul;1.0;Até 1,5 s.m.;A;B;A;1;4
29,8;29,5;28,9;UNIVERSIDADE LUTERANA DO BRASIL;449;Fisioterapia;Fisioterapia;Saúde e bem-estar;Não Informado;RS;Sul;1.0;Até 1,5 s.m.;A;A;A;1;4
26,3;42;21;UNIVERSIDADE LUTERANA DO BRASIL;449;Fonoaudiologia;Fonoaudiologia;Saúde e bem-estar;Não Informado;RS;Sul;1.0;Até 1,5 s.m.;B;B;A;1;4
29,8;29,5;28,9;UNIVERSIDADE LUTERANA DO BRASIL;449;Medicina;Medicina;Saúde e bem-estar;Não Informado;RS;Sul;1.0;Até 1,5 s.m.;A;B;A;1;3
29,8;29,5;28,9;UNIVERSIDADE FEDERAL FLUMINENSE;572;Odontologia;Odontologia;Saúde e bem-estar;Pública Federal;RJ;Sudeste;1.0;Não Informado;A;B;A;1;3
29,8;29,5;28,9;UNIVERSIDADE DO GRANDE RIO PROFESSOR JOSÉ DE SOUZA HERDY;472;Odontologia;Odontologia;Saúde e bem-estar;Privada com fins lucrativos;RJ;Sudeste;1.0;Não Informado;A;B;A;1;3
29,8;29,5;28,9;UNIVERSIDADE DO GRANDE RIO PROFESSOR JOSÉ DE SOUZA HERDY;472;Enfermagem;Enfermagem;Saúde e bem-estar;Privada com fins lucrativos;RJ;Sudeste;1.0;Não Informado;A;B;A;1;1
29,8;29,5;28,9;UNIVERSIDADE DO GRANDE RIO PROFESSOR JOSÉ DE SOUZA HERDY;472;Farmácia;Farmácia;Saúde e bem-estar;Privada com fins lucrativos;RJ;Sudeste;1.0;Até 1,5 s.m.;B;B;A;1;4
34,3;43,4;31,3;FACULDADE DE MEDICINA DE PETRÓPOLIS;475;Medicina;Medicina;Saúde e bem-estar;Privada sem fins lucrativos;RJ;Sudeste;3.0;Até 1,5 s.m.;B;B;A;1;3
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO SERRA DOS ÓRGÃOS;480;Medicina;Medicina;Saúde e bem-estar;Privada sem fins lucrativos;RJ;Sudeste;2.0;Não Informado;A;B;A;1;3
22;43,4;14,9;CENTRO UNIVERSITÁRIO SERRA DOS ÓRGÃOS;480;Enfermagem;Enfermagem;Saúde e bem-estar;Privada sem fins lucrativos;RJ;Sudeste;2.0;Até 1,5 s.m.;A;A;A;1;4
29,8;29,5;28,9;Universidade Universus Veritas Guarulhos;481;Enfermagem;Enfermagem;Saúde e bem-estar;Privada sem fins lucrativos;SP;Sudeste;1.0;Não Informado;A;B;A;1;1
29,8;29,5;28,9;Universidade Universus Veritas Guarulhos;481;Nutrição;Nutrição;Saúde e bem-estar;Privada sem fins lucrativos;SP;Sudeste;1.0;Não Informado;A;B;A;1;4
29,8;29,5;28,9;Universidade Universus Veritas Guarulhos;481;Odontologia;Odontologia;Saúde e bem-estar;Privada sem fins lucrativos;SP;Sudeste;1.0;Não Informado;A;B;A;1;4
29,8;29,5;28,9;Universidade Universus Veritas Guarulhos;481;Fisioterapia;Fisioterapia;Saúde e bem-estar;Privada sem fins lucrativos;SP;Sudeste;1.0;Não Informado;A;B;A;1;4
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO DE VOLTA REDONDA;489;Odontologia;Odontologia;Saúde e bem-estar;Privada sem fins lucrativos;RJ;Sudeste;2.0;Até 1,5 s.m.;A;B;A;1;4
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO DE VOLTA REDONDA;489;Medicina;Medicina;Saúde e bem-estar;Privada sem fins lucrativos;RJ;Sudeste;2.0;Até 1,5 s.m.;B;B;A;1;3
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO DE VALENÇA;490;Medicina;Medicina;Saúde e bem-estar;Privada sem fins lucrativos;RJ;Sudeste;2.0;Até 1,5 s.m.;A;A;A;1;3
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO DE VALENÇA;490;Odontologia;Odontologia;Saúde e bem-estar;Privada sem fins lucrativos;RJ;Sudeste;2.0;Até 1,5 s.m.;B;A;A;1;3
22,1;47;13,8;UNIVERSIDADE DE FRANCA;496;Fonoaudiologia;Fonoaudiologia;Saúde e bem-estar;Privada com fins lucrativos;SP;Sudeste;1.0;Até 1,5 s.m.;B;B;A;1;4
42,2;31,3;45,8;CENTRO UNIVERSITÁRIO PADRE ALBINO;5215;Medicina;Medicina;Saúde e bem-estar;Privada sem fins lucrativos;SP;Sudeste;2.0;Até 1,5 s.m.;B;B;A;1;3
29,8;29,5;28,9;ESCOLA SUPERIOR DE CIÊNCIAS DA SANTA CASA DE MISERICÓRDIA DE VITÓRIA;501;Medicina;Medicina;Saúde e bem-estar;Privada sem fins lucrativos;ES;Sudeste;3.0;Até 1,5 s.m.;B;A;A;1;3
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO FLUMINENSE;4030;Odontologia;Odontologia;Saúde e bem-estar;Privada sem fins lucrativos;RJ;Sudeste;2.0;Não Informado;A;B;A;1;3
37,1;39;36,4;FACULDADE DE MEDICINA DE CAMPOS;506;Medicina;Medicina;Saúde e bem-estar;Privada sem fins lucrativos;RJ;Sudeste;3.0;Até 1,5 s.m.;A;C;A;1;3
32,3;34,1;31,7;FACULDADE WENCESLAU BRAZ;510;Enfermagem;Enfermagem;Saúde e bem-estar;Não Informado;MG;Sudeste;3.0;Até 1,5 s.m.;A;A;A;1;3
31,4;30,9;31,5;UNIVERSIDADE VALE DO RIO DOCE;513;Odontologia;Odontologia;Saúde e bem-estar;Privada sem fins lucrativos;MG;Sudeste;1.0;Até 1,5 s.m.;A;A;A;1;3
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO DE BARRA MANSA;514;Enfermagem;Enfermagem;Saúde e bem-estar;Privada sem fins lucrativos;RJ;Sudeste;2.0;Até 1,5 s.m.;A;B;A;1;4
29,8;29,5;28,9;UNIVERSIDADE CATÓLICA DO SALVADOR;519;Enfermagem;Enfermagem;Saúde e bem-estar;Não Informado;BA;Nordeste;1.0;Não Informado;A;B;A;1;1
29,8;29,5;28,9;UNIVERSIDADE CATÓLICA DO SALVADOR;519;Fisioterapia;Fisioterapia;Saúde e bem-estar;Não Informado;BA;Nordeste;1.0;Não Informado;A;B;A;1;1
29,8;29,5;28,9;UNIVERSIDADE DE MOGI DAS CRUZES;521;Biomedicina;Biomedicina;Saúde e bem-estar;Privada com fins lucrativos;SP;Sudeste;1.0;Não Informado;A;B;A;1;4
29,8;29,5;28,9;UNIVERSIDADE DE MOGI DAS CRUZES;521;Nutrição;Nutrição;Saúde e bem-estar;Privada com fins lucrativos;SP;Sudeste;1.0;Não Informado;A;B;A;1;1
29,8;29,5;28,9;UNIVERSIDADE DE MOGI DAS CRUZES;521;Medicina;Medicina;Saúde e bem-estar;Privada com fins lucrativos;SP;Sudeste;1.0;Não Informado;A;B;A;1;3
29,8;29,5;28,9;UNIVERSIDADE DE MOGI DAS CRUZES;521;Odontologia;Odontologia;Saúde e bem-estar;Privada com fins lucrativos;SP;Sudeste;1.0;Não Informado;A;B;A;1;1
29,8;29,5;28,9;UNIVERSIDADE DE MOGI DAS CRUZES;521;Enfermagem;Enfermagem;Saúde e bem-estar;Privada com fins lucrativos;SP;Sudeste;1.0;Não Informado;A;B;A;1;1
29,8;29,5;28,9;UNIVERSIDADE DE MOGI DAS CRUZES;521;Farmácia;Farmácia;Saúde e bem-estar;Privada com fins lucrativos;SP;Sudeste;1.0;Não Informado;A;B;A;1;1
29,8;29,5;28,9;UNIVERSIDADE DE MOGI DAS CRUZES;521;Fisioterapia;Fisioterapia;Saúde e bem-estar;Privada com fins lucrativos;SP;Sudeste;1.0;Não Informado;A;B;A;1;4
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO BRAZ CUBAS;526;Odontologia;Odontologia;Saúde e bem-estar;Privada com fins lucrativos;SP;Sudeste;2.0;Até 1,5 s.m.;A;A;A;1;4
29,8;29,5;28,9;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE GOIÁS;527;Fonoaudiologia;Fonoaudiologia;Saúde e bem-estar;Não Informado;GO;Centro-Oeste;1.0;Até 1,5 s.m.;A;B;A;1;1
29,8;29,5;28,9;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE GOIÁS;527;Ciências Biológicas - Modalidade Médica;Biomedicina;Saúde e bem-estar;Não Informado;GO;Centro-Oeste;1.0;Até 1,5 s.m.;B;B;A;1;1
29,8;29,5;28,9;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE GOIÁS;527;Enfermagem;Enfermagem;Saúde e bem-estar;Não Informado;GO;Centro-Oeste;1.0;Até 1,5 s.m.;B;A;A;1;1
27,7;14,4;32,1;UNIVERSIDADE REGIONAL DO NOROESTE DO ESTADO DO RIO GRANDE DO SUL;532;Enfermagem;Enfermagem;Saúde e bem-estar;Não Informado;RS;Sul;1.0;Até 1,5 s.m.;A;B;A;1;3
29,8;29,5;28,9;UNIVERSIDADE REGIONAL DO NOROESTE DO ESTADO DO RIO GRANDE DO SUL;532;Nutrição;Nutrição;Saúde e bem-estar;Não Informado;RS;Sul;1.0;Não Informado;A;B;A;1;4
29,8;29,5;28,9;ESCOLA BAHIANA DE MEDICINA E SAÚDE PÚBLICA;534;Medicina;Medicina;Saúde e bem-estar;Privada sem fins lucrativos;BA;Nordeste;3.0;Até 1,5 s.m.;B;C;A;1;3
44,2;59,5;39,1;ESCOLA BAHIANA DE MEDICINA E SAÚDE PÚBLICA;534;Fisioterapia;Fisioterapia;Saúde e bem-estar;Privada sem fins lucrativos;BA;Nordeste;3.0;Até 1,5 s.m.;B;C;A;1;3
29,8;29,5;28,9;UNIVERSIDADE DO ESTADO DE MINAS GERAIS;1036;Enfermagem;Enfermagem;Saúde e bem-estar;Pública Estadual;MG;Sudeste;1.0;Não Informado;A;B;A;1;1
29,8;29,5;28,9;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO;546;Fonoaudiologia;Fonoaudiologia;Saúde e bem-estar;Não Informado;SP;Sudeste;1.0;Até 1,5 s.m.;A;B;A;1;1
29,8;29,5;28,9;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO;546;Medicina;Medicina;Saúde e bem-estar;Não Informado;SP;Sudeste;1.0;Até 1,5 s.m.;B;B;A;1;3
29,8;29,5;28,9;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO;546;Enfermagem;Enfermagem;Saúde e bem-estar;Não Informado;SP;Sudeste;1.0;Não Informado;A;B;A;1;1
29,8;29,5;28,9;UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO;547;Enfermagem;Enfermagem;Saúde e bem-estar;Pública Estadual;RJ;Sudeste;1.0;Até 1,5 s.m.;A;B;A;1;3
29,8;29,5;28,9;UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO;547;Nutrição;Nutrição;Saúde e bem-estar;Pública Estadual;RJ;Sudeste;1.0;Não Informado;A;B;A;1;1
29,8;29,5;28,9;UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO;547;Medicina;Medicina;Saúde e bem-estar;Pública Estadual;RJ;Sudeste;1.0;Não Informado;A;B;A;1;3
29,8;29,5;28,9;UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO;547;Odontologia;Odontologia;Saúde e bem-estar;Pública Estadual;RJ;Sudeste;1.0;Até 1,5 s.m.;B;B;A;1;3
29,8;29,5;28,9;UNIVERSIDADE FEDERAL DO MARANHÃO;548;Enfermagem;Enfermagem;Saúde e bem-estar;Pública Federal;MA;Nordeste;1.0;Não Informado;A;B;A;1;3
29,8;29,5;28,9;UNIVERSIDADE FEDERAL DO MARANHÃO;548;Farmácia;Farmácia;Saúde e bem-estar;Pública Federal;MA;Nordeste;1.0;Não Informado;A;B;A;1;3
43,3;49,5;41,2;UNIVERSIDADE FEDERAL DO MARANHÃO;548;Odontologia;Odontologia;Saúde e bem-estar;Pública Federal;MA;Nordeste;1.0;Até 1,5 s.m.;A;B;A;1;3
29,8;29,5;28,9;UNIVERSIDADE FEDERAL DO MARANHÃO;548;Medicina;Medicina;Saúde e bem-estar;Pública Federal;MA;Nordeste;1.0;Não Informado;A;B;A;1;3
29,7;51,7;22,3;UNIVERSIDADE FEDERAL DO ACRE;549;Enfermagem;Enfermagem;Saúde e bem-estar;Pública Federal;AC;Norte;1.0;Até 1,5 s.m.;A;A;A;1;3
29,8;29,5;28,9;UNIVERSIDADE ESTADUAL DA PARAÍBA;550;Odontologia;Odontologia;Saúde e bem-estar;Pública Estadual;PB;Nordeste;1.0;Até 1,5 s.m.;A;A;A;1;3
29,8;29,5;28,9;UNIVERSIDADE ESTADUAL DA PARAÍBA;550;Farmácia;Farmácia;Saúde e bem-estar;Pública Estadual;PB;Nordeste;1.0;Não Informado;A;B;A;1;3
29,8;29,5;28,9;UNIVERSIDADE ESTADUAL DA PARAÍBA;550;Fisioterapia;Fisioterapia;Saúde e bem-estar;Pública Estadual;PB;Nordeste;1.0;Não Informado;A;B;A;1;3
29,8;29,5;28,9;UNIVERSIDADE DE FORTALEZA;555;Fisioterapia;Fisioterapia;Saúde e bem-estar;Privada sem fins lucrativos;CE;Nordeste;1.0;Não Informado;A;B;A;1;3
29,8;29,5;28,9;UNIVERSIDADE DE FORTALEZA;555;Enfermagem;Enfermagem;Saúde e bem-estar;Privada sem fins lucrativos;CE;Nordeste;1.0;Não Informado;A;B;A;1;3
29,8;29,5;28,9;UNIVERSIDADE DE FORTALEZA;555;Fonoaudiologia;Fonoaudiologia;Saúde e bem-estar;Privada sem fins lucrativos;CE;Nordeste;1.0;Não Informado;A;B;A;1;1
29,8;29,5;28,9;UNIVERSIDADE DE FORTALEZA;555;Odontologia;Odontologia;Saúde e bem-estar;Privada sem fins lucrativos;CE;Nordeste;1.0;Até 1,5 s.m.;A;B;A;1;3
29,8;29,5;28,9;UNIVERSIDADE FEDERAL DO PARÁ;569;Enfermagem;Enfermagem;Saúde e bem-estar;Pública Federal;PA;Norte;1.0;Não Informado;A;B;A;1;3
29,8;29,5;28,9;UNIVERSIDADE FEDERAL DO PARÁ;569;Biomedicina;Biomedicina;Saúde e bem-estar;Pública Federal;PA;Norte;1.0;Até 1,5 s.m.;A;B;A;1;3
29,8;29,5;28,9;UNIVERSIDADE FEDERAL DO PARÁ;569;Medicina;Medicina;Saúde e bem-estar;Pública Federal;PA;Norte;1.0;Até 1,5 s.m.;A;A;A;1;3
3,6;14,4;0;UNIVERSIDADE FEDERAL DO PARÁ;569;Odontologia;Odontologia;Saúde e bem-estar;Pública Federal;PA;Norte;1.0;Até 1,5 s.m.;A;A;A;1;2
29,8;29,5;28,9;UNIVERSIDADE FEDERAL DO PARÁ;569;Nutrição;Nutrição;Saúde e bem-estar;Pública Federal;PA;Norte;1.0;Não Informado;A;B;A;1;3
29,8;29,5;28,9;UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE;570;Enfermagem;Enfermagem;Saúde e bem-estar;Pública Federal;RN;Nordeste;1.0;Não Informado;A;B;A;1;3
29,8;29,5;28,9;UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE;570;Farmácia;Farmácia;Saúde e bem-estar;Pública Federal;RN;Nordeste;1.0;Não Informado;A;B;A;1;4
29,8;29,5;28,9;UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE;570;Nutrição;Nutrição;Saúde e bem-estar;Pública Federal;RN;Nordeste;1.0;Até 1,5 s.m.;A;A;A;1;3
44;50,1;42;UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE;570;Odontologia;Odontologia;Saúde e bem-estar;Pública Federal;RN;Nordeste;1.0;Até 1,5 s.m.;B;B;A;1;3
34,5;34,7;34,4;UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE;570;Fisioterapia;Fisioterapia;Saúde e bem-estar;Pública Federal;RN;Nordeste;1.0;Até 1,5 s.m.;A;B;A;1;3
43,2;61,6;37,1;UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE;570;Medicina;Medicina;Saúde e bem-estar;Pública Federal;RN;Nordeste;1.0;Até 1,5 s.m.;A;A;A;1;3
29,8;29,5;28,9;UNIVERSIDADE FEDERAL DO PARANÁ;571;Medicina;Medicina;Saúde e bem-estar;Pública Federal;PR;Sul;1.0;Até 1,5 s.m.;A;B;A;1;3
